@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute outputs-1 {0,1,2,3}

@data
33,'2024/04/25 14:55:30:219',1,524.49469,339.649048,-0.00107,33.912415,12.638916,6.348354,68.241516,1.602417,9.705838,95.979736,12.649384,13.732146,121.212311,20.372711,18.186708,71.746674,47.559692,4.36783,96.713867,75.965759,6.979349,113.291534,95.510422,7.852923,126.451691,111.951569,8.626175,52.774628,61.423065,6.761584,76.395081,94.633575,10.206642,92.027679,117.924149,13.292242,104.698242,136.443954,15.101524,31.331848,69.023041,10.606991,44.162109,101.890152,14.863488,53.707428,125.437485,19.058443,62.217285,143.624207,21.927694,8.74054,70.399261,15.183483,14.207397,97.204041,20.330854,18.951508,116.208237,24.36207,24.608002,133.785522,27.11306,?
34,'2024/04/25 14:55:30:221',1,524.554199,338.890442,-0.001049,33.995087,12.904877,5.612775,68.395691,2.816101,8.470905,96.978302,9.885132,11.807435,121.482025,16.422546,15.529387,71.235931,46.685364,3.369865,97.518188,74.97464,4.922482,114.255737,94.614807,4.951205,127.2229,110.887115,4.943629,52.00882,61.691376,4.789239,75.744141,96.06572,6.966593,90.62088,119.981888,8.737562,102.072021,138.288315,9.630696,30.668945,70.097656,7.44596,43.826294,103.693939,10.393903,52.611511,127.19603,13.37829,60.170563,144.785141,15.25984,8.535583,71.953827,10.742353,13.327881,99.317352,14.502349,17.271149,118.106674,17.475822,22.245514,134.976379,19.266716,?
35,'2024/04/25 14:55:30:295',1,525.219299,338.599152,-0.001032,34.928314,13.163666,6.037861,68.800781,3.535797,9.059005,96.768829,8.435425,12.476586,121.105408,14.511047,16.421398,71.585663,46.406525,3.884589,97.065033,76.389954,5.706234,113.470795,97.139771,6.213839,126.080994,114.154999,6.653277,51.601746,61.330872,5.097079,74.737427,97.050888,7.360829,89.341766,121.972122,9.475517,100.661102,141.577805,10.711307,29.839355,69.813507,7.540812,42.342987,104.020187,10.41186,50.964874,128.705841,13.736155,58.221405,147.690933,15.952514,7.728638,72.129364,10.646645,12.0578,99.705566,14.377041,15.809998,119.018555,17.500208,20.287903,136.758072,19.462484,?
36,'2024/04/25 14:55:30:299',1,525.093933,337.402649,-0.000932,34.356506,13.076843,6.159538,68.388214,4.080292,9.546548,97.137238,6.967499,13.097003,121.552856,12.249146,17.089815,70.638672,45.766144,5.417023,97.211731,76.323029,7.183967,113.963226,96.750229,7.3135,126.540497,113.374557,7.371553,50.95636,60.746185,6.231441,74.553284,98.007431,8.569087,88.513977,123.305649,10.086535,98.706635,142.958282,10.731575,29.500061,69.095917,8.122811,42.098267,105.112137,10.893683,49.747284,130.501877,13.591297,55.751984,149.739777,15.200874,7.98877,71.057983,10.620862,12.455811,100.007751,14.133996,15.427338,119.752075,16.794073,18.805725,137.717392,18.286196,?
37,'2024/04/25 14:55:30:387',1,529.162292,341.265228,-0.001154,36.876007,11.055603,7.546162,71.99939,0.747742,12.471786,100.929443,12.921844,17.64587,125.890472,21.045258,23.357096,73.236053,50.060944,8.659205,98.732269,80.430969,12.595551,114.332397,102.405899,14.749683,126.147675,121.325867,16.379536,52.668365,63.970673,10.161124,76.101624,100.518173,14.447495,90.21048,127.448303,17.85656,100.897278,149.295609,20.029472,30.371704,70.818848,12.748392,43.79776,105.888885,17.256414,51.927948,132.285797,21.480545,58.630859,153.012024,24.382803,7.76886,71.258148,16.065113,12.214294,99.723526,20.849075,15.285645,120.210464,24.604769,19.404907,139.443497,27.153349,?
38,'2024/04/25 14:55:30:392',1,529.229187,341.648071,-0.001115,34.884094,11.042847,7.864957,69.994659,0.327423,13.262001,97.987,13.03009,19.174957,122.870239,20.389252,25.720459,72.300659,53.00238,8.481005,95.232849,83.716187,12.92857,109.89328,106.608963,15.779802,121.329193,126.735016,18.008783,51.795593,66.428772,10.707455,74.21933,101.509842,15.72238,89.544983,128.555054,20.0506,101.803009,151.040039,22.706692,28.916077,72.408508,14.231099,40.687317,106.926315,19.163904,49.421173,133.785873,23.953859,57.085815,155.546906,27.240463,5.260559,71.616211,18.586554,9.668213,99.599487,24.081579,13.551086,120.041733,28.426558,18.884338,140.0746,31.384628,?
39,'2024/04/25 14:55:30:465',1,527.870667,343.920135,-0.001149,36.459961,9.26712,5.486431,71.535492,2.246674,9.903591,98.645416,16.372772,15.067364,121.871796,22.927643,20.897081,70.583984,54.026123,7.244963,92.285126,85.987976,11.116683,105.558807,109.559067,12.918241,115.974121,130.100845,13.978586,49.922821,67.125977,9.928389,72.221313,102.750214,14.64314,87.702576,129.965286,17.966349,100.073578,152.200699,19.527235,26.925598,73.208649,13.595486,39.203644,108.103745,18.271627,48.224854,134.82399,22.280542,56.151733,156.450272,24.625141,3.36792,72.464355,17.79949,8.201477,101.090256,22.898424,12.231934,121.34465,26.747108,18.109833,141.275665,29.024715,?
40,'2024/04/25 14:55:30:465',1,526.185974,343.995453,-0.001359,37.045441,6.692169,1.877579,70.838837,6.663849,4.573659,96.44809,23.260468,8.023249,117.315796,31.389008,11.894295,67.803986,53.305145,6.381334,89.870941,86.868195,9.558993,102.482056,110.310898,10.320571,112.357178,129.958405,10.310274,47.307373,65.402802,9.317158,70.522247,102.595901,13.850331,85.898163,129.253021,15.947549,98.164703,150.217621,16.461994,24.302979,71.312134,12.600506,37.488159,107.573944,16.908564,46.269714,132.927322,19.528803,53.952606,152.628403,20.674437,1.208496,70.721832,15.922522,7.329407,100.885483,20.258356,11.988159,120.918732,23.056238,18.27533,139.658752,24.417023,?
41,'2024/04/25 18:09:56:945',2,526.860535,387.396027,-0.001146,60.762146,13.536285,5.156383,110.358582,53.288513,7.812068,148.220276,95.573883,10.678458,180.085724,122.338165,13.458769,92.428833,130.775513,3.85377,117.914429,190.184616,5.718225,129.968201,230.234711,7.921826,138.750336,265.121796,10.026896,54.184052,144.639999,4.672891,78.013763,211.170044,6.579188,90.891357,258.57132,9.570667,100.062988,296.962524,11.940904,16.592407,145.449707,6.225798,31.707214,205.791763,8.39287,40.238007,248.61174,11.352998,47.345062,282.948669,13.717493,19.458923,134.368317,8.504156,19.174072,180.682587,10.474914,18.360046,212.928574,12.438936,15.804504,244.109268,13.948584,?
42,'2024/04/25 18:09:57:110',2,525.497986,388.096039,-0.001163,60.57782,13.956848,5.407795,110.081787,53.704559,8.258516,147.860504,96.283691,11.210879,180.029999,123.809265,14.055774,92.011841,130.433685,4.607194,118.131317,189.67244,6.729403,130.753326,230.060211,9.03928,140.288116,265.246399,11.161477,53.398804,144.390427,5.199584,77.3302,210.968552,7.355328,90.797089,258.848877,10.379619,100.865448,297.600891,12.743748,15.615051,145.475983,6.48288,30.56369,205.968811,8.752202,39.522797,249.279587,11.752673,47.343109,283.892212,14.130714,20.452087,134.920685,8.482516,20.153381,181.56366,10.466792,18.8526,214.072189,12.451702,15.537292,245.26561,13.964489,?
43,'2024/04/25 18:09:57:130',2,526.053101,387.646576,-0.001126,61.137878,13.123535,6.122477,110.429474,52.257324,9.441422,148.163055,93.692352,12.869418,180.673218,120.610535,16.238054,93.369354,131.266602,5.085108,119.51593,190.244781,7.58219,132.231964,230.961288,10.229304,141.730957,266.56427,12.61737,54.406799,144.422958,5.783929,78.174316,210.970398,8.28627,91.620209,258.860168,11.750817,101.877197,297.56073,14.50027,16.300262,144.708801,7.299302,31.217621,204.936722,9.981948,40.432098,247.694778,13.4192,48.666992,281.841766,16.173981,20.07373,133.594498,9.610181,19.48645,179.80542,12.010189,17.87323,211.988953,14.34798,14.073364,243.055603,16.206995,?
44,'2024/04/25 18:09:57:261',2,525.788452,387.637329,-0.001109,61.628693,13.472565,5.960703,110.996582,51.6745,9.36444,148.625153,93.424286,12.598493,181.007477,121.546936,15.682747,94.029999,129.547089,6.708369,121.378998,189.605972,9.39782,134.298828,230.39238,11.875504,143.799622,265.532654,13.966022,54.519165,143.050705,6.797786,78.885376,211.023605,9.548028,92.692108,258.606445,12.655071,103.495911,296.875946,15.013744,16.176727,143.993668,7.446217,31.761047,205.204285,10.043134,41.759186,247.897705,13.052788,50.776123,281.587494,15.385262,19.829285,134.125305,8.766354,18.822449,181.28447,10.822063,16.569763,213.471466,12.788349,11.984009,243.958786,14.295716,?
45,'2024/04/25 18:09:57:283',2,526.575134,388.160461,-0.00111,61.431549,13.21579,6.660358,111.055847,52.000458,10.386023,148.852417,94.316833,13.955152,181.394714,123.207916,17.415861,95.506653,129.821564,6.826954,122.743896,188.73317,9.707561,135.623749,229.554306,12.456043,145.216522,265.011261,14.810743,56.08725,143.350571,6.944991,80.40744,210.301712,9.842464,93.970825,258.179565,13.289398,104.664215,296.888306,15.930532,17.603851,144.340347,7.761979,32.816864,205.065445,10.565641,42.239777,248.121872,13.949475,50.883118,282.318298,16.590269,18.843201,134.459198,9.349936,18.299438,181.368271,11.700413,16.493103,213.871384,13.994227,12.19458,244.849564,15.773992,?
46,'2024/04/25 18:09:57:381',2,527.206055,388.20285,-0.001119,61.745239,13.147827,6.342053,111.576385,51.841949,9.878986,149.866119,93.74585,13.324008,182.992188,121.927094,16.673841,95.908081,130.129059,6.109443,123.087952,189.215271,8.758871,136.102539,229.884567,11.388029,145.770477,265.096985,13.662737,56.610413,143.717712,6.281852,80.984314,210.868622,8.920104,94.764191,258.446106,12.240396,105.632416,296.895111,14.794181,18.184479,144.799438,7.155633,33.709412,205.624146,9.73464,43.462524,248.287323,12.982129,52.320953,282.177612,15.521729,18.259094,135.061691,8.787804,17.087219,182.116684,10.956356,14.845215,214.354553,13.119853,10.218262,245.07431,14.806316,?
47,'2024/04/25 18:09:57:395',2,527.688416,388.266663,-0.001158,61.669891,11.565704,5.784879,112.149536,50.035004,9.011069,150.241547,93.164246,11.978517,182.10379,122.031372,14.702732,95.211914,127.365173,6.916029,123.228455,187.838226,9.408854,136.139618,228.60141,11.737206,145.615295,263.827148,13.71286,55.55069,142.153183,6.812591,81.239594,210.754272,9.420432,95.108124,259.238617,12.353414,105.658447,298.474365,14.555213,16.963226,143.957016,7.169206,33.820007,206.21701,9.495653,43.627533,250.197113,12.237119,52.246307,285.263428,14.370931,19.377747,134.341782,8.167491,17.892212,182.275635,9.883826,16.278809,215.040115,11.587707,12.433655,246.442398,12.884477,?
48,'2024/04/25 18:09:57:481',2,527.376099,389.029724,-0.00115,61.21109,11.535675,5.534473,111.526825,50.219025,8.723298,149.37149,93.105988,11.802552,180.263336,121.551147,14.670159,94.503784,127.393066,6.601376,122.646179,187.27417,9.223377,136.026581,228.085007,11.703822,145.752594,263.367645,13.854757,55.201202,142.401764,6.955134,80.531464,210.60112,9.703051,94.345123,259.700714,12.838728,104.493683,299.249878,15.205715,16.820953,144.165649,7.819868,32.947906,206.345245,10.365755,42.179871,251.238007,13.318545,50.004547,286.935242,15.614984,19.559631,133.943848,9.331285,19.048645,181.830673,11.357538,18.028076,215.135437,13.284107,14.923218,247.039719,14.74482,?
49,'2024/04/25 18:09:57:488',2,526.939575,388.455811,-0.001184,60.687164,12.152649,5.310277,110.340576,50.752075,8.399653,147.81546,93.700745,11.30827,178.733276,122.192932,14.006842,92.953674,127.345459,6.754884,120.998474,187.589127,9.296618,134.38501,228.127487,11.657146,144.143494,263.052582,13.681209,53.959351,142.164307,6.925076,78.924255,210.573837,9.577099,92.669403,258.977661,12.487905,102.776581,297.912445,14.681228,16.030487,143.845123,7.514658,31.475372,205.810638,9.911309,40.404144,249.888336,12.651555,48.09494,284.819733,14.79312,19.644592,133.752197,8.694844,19.325073,181.295364,10.554411,18.191895,213.965652,12.326537,15.022949,245.011047,13.657603,?
50,'2024/04/25 18:09:57:594',2,527.243591,389.086639,-0.00116,61.110657,12.190338,4.826579,111.413147,50.997925,7.625485,149.006592,94.793762,10.243751,179.082947,123.786591,12.562326,93.762207,126.139709,6.738434,122.27655,186.840973,9.219986,135.890625,227.344788,11.451903,145.90509,262.085175,13.368145,54.954346,141.563126,7.01222,80.642212,210.615784,9.722327,94.760864,259.408508,12.496468,105.02832,298.546448,14.529624,17.039948,143.880753,7.631498,33.329102,206.675201,10.062331,42.615417,251.553101,12.694075,50.379211,287.071625,14.697965,18.867249,134.258057,8.781887,18.641968,182.456284,10.607793,17.759399,215.780746,12.327602,14.889893,247.414368,13.584218,?
51,'2024/04/25 18:09:57:604',2,527.471924,389.031982,-0.001181,61.256989,12.160675,5.10234,111.388367,50.93158,8.006103,148.926514,94.641266,10.724355,179.339355,123.734802,13.156054,93.339172,126.543182,6.646568,121.38678,187.136673,9.16341,134.88562,227.858841,11.483764,144.795959,262.889374,13.466494,54.463654,141.765182,6.888824,79.579498,210.612015,9.561316,93.417603,259.497284,12.430264,103.535034,298.804474,14.560362,16.609802,143.834976,7.53418,32.134277,206.217789,9.979831,40.890289,250.864731,12.724147,48.384277,286.286621,14.831054,19.059631,134.010956,8.747496,19.257385,181.739258,10.62371,18.739258,214.694046,12.410214,16.147705,246.107956,13.730731,?
52,'2024/04/25 18:09:57:754',2,526.311218,389.159149,-0.001125,61.068024,13.249969,4.618952,110.584106,52.826935,7.28601,147.881287,95.72644,10.066694,179.075867,123.050873,12.689168,92.07724,128.772217,5.174338,118.86792,188.746399,7.483061,132.043671,229.44931,9.803647,141.831116,264.842102,11.899901,53.755768,143.033081,6.055865,78.227875,210.727219,8.552154,91.955475,259.646606,11.567633,101.791687,299.19928,13.870808,16.153534,144.122742,7.452781,31.489624,205.565765,9.931506,40.297455,250.133255,12.831587,47.495453,285.836609,15.098006,19.712891,133.092773,9.443463,19.687378,180.277985,11.527879,18.896118,213.3526,13.478905,16.424133,245.236572,14.949712,?
53,'2024/04/25 18:09:57:765',2,526.456909,388.614655,-0.001139,60.890747,13.609406,5.096707,110.327698,53.123749,7.953918,147.558533,95.833435,10.888912,178.631104,123.457306,13.676867,92.734009,129.39624,5.437455,119.292572,189.049301,7.887043,131.930481,229.633987,10.31347,141.25293,264.943329,12.476878,54.123566,143.298965,6.178319,78.097412,210.653091,8.776357,91.23526,259.191956,11.889009,100.851166,298.515045,14.280704,16.316833,144.180435,7.492844,31.056305,205.149765,10.081656,39.498657,249.229736,13.141591,46.740082,284.562927,15.539844,19.652405,133.18103,9.448104,19.890503,179.918442,11.624201,19.131958,212.724136,13.682743,16.381287,244.342239,15.245882,?
54,'2024/04/25 18:09:57:906',2,526.143433,389.393097,-0.001165,60.90564,13.403412,5.273902,110.368561,53.087219,8.208757,147.545685,96.193481,11.151268,178.644745,124.326233,13.935149,92.187683,129.611206,5.663506,118.700073,189.878937,8.066264,131.346069,230.82634,10.432302,140.683807,266.370911,12.528103,53.364532,143.5448,6.191746,77.285431,211.408463,8.672716,90.607758,260.212646,11.692939,100.402924,299.707397,14.012419,15.521545,144.454132,7.28035,30.369904,205.938141,9.690489,39.089996,250.305206,12.60819,46.573761,285.818756,14.910606,20.396301,133.561737,9.020555,20.283142,180.742752,11.032447,19.26532,213.719742,12.967386,16.305542,245.447449,14.431516,?
55,'2024/04/25 18:09:57:914',2,527.572693,389.509399,-0.001168,62.334412,13.506866,3.853981,111.926941,52.544739,6.108373,148.695831,96.228058,8.254465,178.690125,124.587402,10.121051,92.403168,127.952057,5.823163,120.25354,189.534576,7.926368,133.552185,230.064987,9.898552,143.161804,264.664978,11.588331,53.771942,142.722412,6.189753,78.419647,212.448334,8.446815,91.785645,260.837524,10.794954,101.239227,299.707489,12.519606,16.283569,144.181717,6.78082,31.259857,206.861099,8.775723,39.459686,250.917984,10.946497,46.22348,285.975006,12.617485,18.641174,133.687088,7.800371,19.054932,181.408981,9.235562,18.759766,213.744308,10.556616,16.780151,244.684433,11.483058,?
56,'2024/04/25 18:09:58:086',2,526.612488,389.540009,-0.00119,61.478455,12.808289,4.888334,111.159027,52.327118,7.699767,148.472321,95.859955,10.447734,179.88797,124.309906,12.997938,92.354706,129.019928,6.037498,119.180695,189.895966,8.41495,131.826172,230.756332,10.699409,140.951752,266.161438,12.680092,53.511108,143.038406,6.502804,77.644989,211.705612,8.976352,90.596802,260.40332,11.805133,99.806366,299.916931,13.948203,15.76123,143.850998,7.391116,30.662476,205.776978,9.7188,38.80249,249.906464,12.412424,45.552155,285.409119,14.532119,19.659851,132.767365,8.851658,19.706482,180.085297,10.696514,19.19989,212.537537,12.434978,16.992798,243.946487,13.738078,?
57,'2024/04/25 18:09:58:099',2,526.951843,389.452728,-0.001194,61.098999,11.434357,5.473842,111.556732,50.765961,8.492382,149.923065,94.268738,11.322573,182.003601,122.60025,13.936711,91.54126,128.773712,6.383492,119.315063,189.104691,8.758028,132.980011,229.874207,11.065123,143.308655,265.145477,13.093912,52.382568,143.350311,6.571467,76.794983,211.486191,8.991187,90.901703,259.799316,11.856111,101.446075,298.503204,14.056623,14.532898,144.422333,7.25598,29.576019,205.920288,9.534088,38.529602,249.512497,12.282647,46.346313,283.995941,14.486102,21.079956,133.479553,8.572565,20.919189,180.289169,10.440008,19.836792,212.455475,12.282171,16.840759,243.139816,13.695129,?
58,'2024/04/25 18:09:58:204',2,526.951843,389.452728,-0.001194,61.098999,11.434357,5.473842,111.556732,50.765961,8.492382,149.923065,94.268738,11.322573,182.003601,122.60025,13.936711,91.54126,128.773712,6.383492,119.315063,189.104691,8.758028,132.980011,229.874207,11.065123,143.308655,265.145477,13.093912,52.382568,143.350311,6.571467,76.794983,211.486191,8.991187,90.901703,259.799316,11.856111,101.446075,298.503204,14.056623,14.532898,144.422333,7.25598,29.576019,205.920288,9.534088,38.529602,249.512497,12.282647,46.346313,283.995941,14.486102,21.079956,133.479553,8.572565,20.919189,180.289169,10.440008,19.836792,212.455475,12.282171,16.840759,243.139816,13.695129,?
59,'2024/04/25 18:09:58:214',2,526.386963,389.428284,-0.001142,62.164703,12.77536,5.630213,112.654419,52.569214,8.722951,150.989777,95.992706,11.712389,183.431976,124.454468,14.534415,91.610321,129.615051,6.036831,117.997681,190.154465,8.570673,130.961395,231.194031,11.050482,140.727417,266.760864,13.198535,52.421539,143.684311,6.359186,76.174347,211.973846,8.968587,89.795441,260.480225,12.080111,99.932251,299.694275,14.441318,14.619141,144.642014,7.257415,29.499847,206.248245,9.77186,38.394623,250.095779,12.794717,46.115479,285.102905,15.160747,20.940002,133.919739,8.824414,20.540405,181.017105,10.929008,19.269836,213.447067,12.968666,16.105347,244.585007,14.516494,?
60,'2024/04/25 18:09:58:334',2,527.848511,389.218292,-0.001143,62.442993,11.593811,4.983852,113.287689,49.909668,7.788444,151.810547,93.142761,10.263103,183.486115,121.310699,12.44689,93.331512,127.430298,6.760619,121.484344,188.948288,8.989132,134.999237,229.737366,11.065747,144.899536,264.614868,12.809855,54.217773,142.501785,6.561666,78.983124,212.196838,8.83067,92.643402,260.379547,11.27871,102.571533,299.096161,13.081176,16.600861,144.267715,6.657186,32.140045,206.792435,8.569594,40.780792,250.514923,10.794254,48.096527,285.247375,12.532111,18.311829,134.344086,7.283314,17.571594,182.007248,8.648012,16.601196,214.023544,9.989957,13.943542,244.574295,10.953756,?
61,'2024/04/25 18:09:58:346',2,526.093506,390.29187,-0.001135,61.976257,12.783173,6.064205,112.301422,51.958893,9.343966,150.479523,95.084015,12.428167,182.799194,124.001617,15.319852,92.018951,129.369019,6.533741,118.398285,190.31575,9.140849,131.096893,231.70726,11.653569,140.488434,267.307495,13.780493,52.695099,143.251526,6.638994,75.836365,212.128891,9.238415,88.69342,260.897003,12.336617,98.205139,300.260071,14.665395,14.90332,144.156464,7.330928,28.814301,206.098999,9.808907,36.737762,250.139664,12.810094,43.698395,285.364288,15.134767,20.325623,133.593872,8.723532,20.794006,180.926498,10.791687,20.269836,213.387085,12.77246,17.785706,244.634262,14.238458,?
62,'2024/04/25 18:09:58:462',2,526.171753,388.833435,-0.001076,61.516968,12.333893,6.663916,112.058563,51.126984,10.346403,150.615051,93.290771,13.921234,183.143005,121.175018,17.353867,93.344299,129.349213,6.693716,119.720856,188.77533,9.558301,132.469452,229.73587,12.379659,141.899963,265.372253,14.835629,54.07077,143.24118,7.066863,77.592255,210.658936,9.928297,90.742584,259.234436,13.507731,100.541504,298.615692,16.239777,15.979584,144.014496,8.179456,30.547028,205.149658,11.013451,39.019287,249.134521,14.450008,46.374298,284.516113,17.132023,20.036072,133.003281,10.098071,20.368286,179.84729,12.56908,19.784485,212.441528,14.900705,17.136414,244.150589,16.686745,?
63,'2024/04/25 18:09:58:470',2,526.348328,389.946594,-0.001088,61.6492,12.116486,6.632247,111.949585,51.131866,10.306913,150.346985,93.68811,13.866482,183.053009,121.937988,17.271952,93.269165,129.201904,6.821168,119.856262,188.908951,9.781735,132.855438,230.131958,12.637276,142.491302,265.995697,15.105458,54.060883,142.97406,7.232811,77.644501,210.623901,10.197133,90.732666,259.393188,13.796144,100.43042,298.955475,16.56008,16.041473,143.682083,8.373667,30.457214,204.881821,11.307328,38.625397,248.927368,14.78299,45.649017,284.373932,17.513996,19.824463,132.618073,10.307038,20.255432,179.534256,12.866865,19.748901,212.232208,15.254961,17.332458,243.968201,17.10507,?
64,'2024/04/25 18:09:58:581',2,526.453369,389.227356,-0.001132,61.991058,13.012634,5.85649,112.067871,52.186951,9.371058,150.105377,94.515289,12.807949,182.722656,122.50647,16.089777,91.213196,129.226257,7.275725,117.687744,188.927505,10.56043,130.852783,230.116974,13.496654,140.650574,266.049774,15.942807,52.155548,142.306564,7.990686,75.404022,210.406723,11.461366,88.934235,259.473816,15.129739,99.090271,299.273132,17.895313,14.428162,142.380966,9.270052,28.693726,203.813934,12.641269,37.455292,248.194214,16.236528,45.042633,283.788574,19.000765,20.965881,130.713715,11.206138,21.349426,177.642822,14.029528,20.279358,210.422501,16.558588,17.190979,242.139389,18.512325,?
65,'2024/04/25 18:09:58:590',2,526.977661,388.505859,-0.001094,61.375336,13.493683,6.149138,110.87735,53.165131,9.676379,148.900055,94.791565,13.371858,181.960693,121.765808,17.024008,91.046844,131.087128,5.921658,116.55777,190.285645,9.042381,129.365814,230.96785,12.110373,138.862091,266.698517,14.785367,52.593384,143.523239,7.105666,75.573242,210.765152,10.376918,88.709106,259.122772,14.379232,98.372131,298.650024,17.475231,15.158569,142.913269,9.094082,29.241302,203.483643,12.561169,37.593231,246.831345,16.545179,44.76123,282.012939,19.662212,20.379333,130.414795,11.859908,20.836243,176.439056,14.98903,20.015625,208.653427,17.828959,17.25946,240.297501,20.065165,?
66,'2024/04/25 18:09:58:739',2,528.922546,387.789642,-0.001106,61.847168,12.665405,5.531387,111.297089,51.420685,8.788312,149.118927,92.842804,12.019111,181.50885,119.512726,15.072387,90.298309,130.158539,6.540633,116.616852,190.472672,9.369603,129.751007,230.880386,12.001905,139.338226,265.811798,14.304604,51.86496,143.23024,7.305932,75.354156,211.248627,10.312708,88.708557,259.021301,13.680269,98.563232,297.66922,16.283567,14.566589,142.896103,8.652882,28.921936,203.794296,11.621108,37.231598,246.667282,14.83664,44.223602,281.011078,17.393076,20.526672,130.625092,10.662203,21.264893,176.847244,13.227617,20.713684,208.901428,15.524309,18.335571,239.920547,17.34889,?
67,'2024/04/25 18:09:58:749',2,533.432983,385.641602,-0.001158,62.76474,13.175507,3.94143,113.530731,51.76239,6.248744,152.831787,93.445892,8.514873,186.000671,120.083588,10.51776,89.19812,130.01062,5.224701,115.910645,191.425842,7.271331,129.491119,230.919571,9.218436,139.504028,264.489075,10.967329,51.117615,143.788025,5.771821,75.422485,212.555725,8.138025,89.909668,258.649414,10.707017,100.573944,295.166931,12.659897,14.388672,144.205521,6.665062,29.953247,205.34671,8.936077,39.930084,246.71286,11.327623,48.349091,278.857086,13.19709,20.104309,133.095291,8.02556,19.172729,179.378326,9.843599,16.958923,210.663452,11.508456,12.988953,239.935135,12.787687,?
68,'2024/04/25 18:09:58:873',2,533.31897,385.914429,-0.001114,61.878815,13.329468,4.140168,111.797729,51.944916,6.593453,150.381104,93.272644,9.12798,183.080811,119.661438,11.481152,87.611084,130.321686,5.010388,113.963654,190.840393,7.331888,127.724457,230.513504,9.593493,137.984589,264.465698,11.608156,49.646057,143.869156,5.850224,73.320526,212.10498,8.504451,87.917023,258.708069,11.523403,98.908722,295.68927,13.86694,12.942932,144.141769,7.13923,27.725372,205.055176,9.798133,37.785278,246.822327,12.720711,46.610809,279.195618,15.008982,21.744568,133.031311,8.927063,21.221558,179.14296,11.16944,18.780396,210.683319,13.228637,14.254089,240.16304,14.831942,?
